date,open,high,low,close,volume,market,MA_7,MA_30,MA_90,EMA_12,EMA_26,volatility,daily_return,price_change
2013-11-01,2039.0,20665.0,20213.0,20618.0,0.0,2460742837.0,16927.0,14317.733333333334,11520.522222222222,16508.109105393494,15570.98396267242,6230.783987497136,10006.862745098038,20414.0
2013-11-02,20581.0,20776.0,20165.0,20622.0,0.0,2462261645.0,17339.85714285714,14593.033333333333,11632.833333333334,17141.01539687142,15945.13329877076,6323.209837892708,0.01940052381415036,4.0
2013-11-03,20599.0,21505.0,20399.0,21505.0,0.0,2568713111.0,17605.714285714286,14879.833333333334,11753.755555555555,17812.397643506585,16356.975276639592,6437.902785970703,4.281834933566087,883.0
2013-11-04,21466.0,23101.0,21394.0,2291.0,0.0,2737659088.0,15096.57142857143,14527.7,11660.6,15424.490313736342,15315.051182073697,6829.474696565953,-89.34666356661242,-19214.0
2013-11-05,22921.0,25066.0,22622.0,24524.0,0.0,2931598960.0,15680.142857142857,15340.866666666667,11814.477777777778,16824.414880853827,15997.195538957129,6500.334913034047,970.4495853339154,22233.0
2013-11-06,24478.0,263.0,24478.0,2625.0,0.0,3138994688.0,13198.42857142857,15005.233333333334,11842.5,14639.889514568622,15006.662536071417,6889.9830723146015,-89.29619964116785,-21899.0
2013-11-07,26168.0,30417.0,26155.0,29641.0,0.0,3545560087.0,17403.714285714286,15989.066666666668,12160.422222222222,16947.75266617345,16090.68753339946,6798.733086510262,1029.1809523809525,27016.0
2013-11-08,29785.0,33866.0,29693.0,33811.0,0.0,4045494603.0,19288.428571428572,16680.466666666667,12534.955555555556,19542.098409839073,17403.303271666166,7509.106828439699,14.068351270200052,4170.0
2013-11-09,33858.0,37082.0,31971.0,33911.0,0.0,4058705857.0,21186.85714285714,17375.533333333333,12910.577777777778,21752.698654479216,18626.095621913115,8103.84456114902,0.2957617343468,100.0
2013-11-10,34882.0,3507.0,27724.0,32662.0,0.0,3910613095.0,22780.714285714286,18420.633333333335,13155.0,23431.05270763626,19665.792242512143,7981.167819152249,-3.683170652590606,-1249.0
2013-11-11,32541.0,35127.0,31178.0,34244.0,0.0,4101635027.0,27345.428571428572,19111.466666666667,13534.277777777777,25094.583060307603,20745.65948380754,8426.779062068717,4.843549078439779,1582.0
2013-11-12,34306.0,36281.0,3428.0,36033.0,0.0,4317726291.0,28989.571428571428,19852.133333333335,13809.577777777778,26777.416435644893,21878.055077599573,8907.792952912312,5.224272865319479,1789.0
2013-11-13,36097.0,41405.0,3598.0,40737.0,0.0,4883103453.0,34434.142857142855,20741.633333333335,14140.0,28925.04467631491,23275.013960740343,9613.055571078527,13.054699858463081,4704.0
2013-11-14,40641.0,4259.0,39519.0,4202.0,0.0,5038817795.0,30800.0,20397.566666666666,14065.58888888889,25121.49934149723,21862.198111796613,10019.400724330417,-89.68505290031176,-36535.0
2013-11-15,41941.0,43789.0,39611.0,41795.0,0.0,5013561020.0,31940.571428571428,21315.566666666666,14517.366666666667,27686.653288959194,23338.701955367236,10677.240770017306,894.6454069490718,37593.0
2013-11-16,41728.0,45026.0,41557.0,44022.0,0.0,5282849105.0,33385.0,22295.466666666667,14993.888888888889,30199.78355219624,24870.798106821516,11368.609164116648,5.328388563225261,2227.0
2013-11-17,44096.0,50058.0,44024.0,49211.0,0.0,5907842064.0,35749.142857142855,23415.966666666667,15539.355555555556,33124.58608262759,26673.776024834737,12303.644580544746,11.78728817409478,5189.0
2013-11-18,49658.0,70378.0,49494.0,70356.0,0.0,8449069629.0,40908.0,25186.433333333334,16186.41111111111,38852.4959160695,29909.496319291422,14926.512777681835,42.96803560179634,21145.0
2013-11-19,71276.0,80611.0,45639.0,58461.0,0.0,7022949161.0,44112.0,26553.1,16822.277777777777,41869.1888520588,32024.42251786243,16030.901044545195,-16.906873614190687,-11895.0
2013-11-20,57798.0,59965.0,44845.0,59083.0,0.0,7100077964.0,46732.857142857145,27915.166666666668,17344.144444444446,44517.467490203606,34028.76159061336,17004.885298223784,1.0639571680265414,622.0
2013-11-21,59432.0,7334.0,57729.0,72243.0,0.0,8684240726.0,56453.0,29677.4,18133.67777777778,48782.934030172284,36859.44591723459,18740.232441792552,22.273750486603582,13160.0
2013-11-22,72407.0,78085.0,66813.0,77144.0,0.0,9276681716.0,61502.857142857145,31536.8,18857.455555555556,53146.17494860732,39843.4869604024,20565.20683665698,6.7840482814943925,4901.0
2013-11-23,7717.0,84497.0,7717.0,79782.0,0.0,9597335799.0,66611.42857142857,33535.433333333334,19608.244444444445,57243.99418728311,42801.89533370592,22233.443581582287,3.4195789692004652,2638.0
2013-11-24,79563.0,80736.0,72287.0,77425.0,0.0,9317034156.0,70642.0,35493.96666666667,20335.12222222222,60348.764312316474,45366.56975343141,23434.17930330697,-2.9543004687774155,-2357.0
2013-11-25,77302.0,81068.0,75443.0,79911.0,0.0,9619646225.0,72007.0,37566.6,21208.966666666667,63358.33903349855,47925.416438362416,24532.998995160622,3.210849208911859,2486.0
2013-11-26,80573.0,92854.0,8008.0,9281.0,0.0,11176110593.0,64981.28571428572,37221.166666666664,21175.844444444443,55038.74841296032,45062.86707255779,24864.77150797245,-88.38582923502396,-70630.0
2013-11-27,92385.0,100196.0,89168.0,100196.0,0.0,12069885699.0,70854.57142857143,39899.2,22153.144444444446,61986.0178878895,49146.80284496092,27151.261490220768,979.5819416011205,90915.0
2013-11-28,100338.0,107756.0,96217.0,103195.0,0.0,12435823060.0,75276.28571428571,42657.73333333333,23151.433333333334,68325.86128975266,53150.37300459344,29230.30592161609,2.993133458421493,2999.0
2013-11-29,104201.0,114697.0,100064.0,113197.0,0.0,13646039846.0,80426.71428571429,45764.4,24258.78888888889,75229.11339902147,57598.27130054949,31595.858915261408,9.69233005475072,10002.0
2013-11-30,112937.0,115614.0,110661.0,112943.0,0.0,13620389321.0,85164.0,49522.36666666667,25360.0,81031.24979917202,61697.880833842115,32676.151570856833,-0.22438757210879734,-254.0
2013-12-01,112892.0,113308.0,80182.0,95585.0,0.0,11531708948.0,87758.28571428571,52021.26666666667,26271.11111111111,83270.28829160708,64208.03780911307,33250.96021629672,-15.368814357684846,-17358.0
2013-12-02,95142.0,105542.0,93841.0,104333.0,0.0,12591271606.0,91247.14285714286,54811.63333333333,27278.4,86510.70547751368,67180.25723066025,34028.47864959213,9.152063608306737,8748.0
2013-12-03,10464.0,1096.0,101121.0,107828.0,0.0,13018451838.0,105325.28571428571,57689.066666666666,28335.666666666668,89790.28925020389,70191.20113950023,34756.888699427174,3.3498509579902747,3495.0
2013-12-04,107758.0,115612.0,107016.0,115117.0,0.0,13903428351.0,107456.85714285714,61449.933333333334,29474.266666666666,93686.70628863407,73519.03809212985,34659.87257665391,6.759839744778717,7289.0
2013-12-05,115273.0,115436.0,89711.0,104511.0,0.0,12626914509.0,107644.85714285714,64116.166666666664,30503.11111111111,95351.98224422883,75814.7389741943,34797.623357294,-9.21323523024401,-10606.0
2013-12-06,104238.0,104238.0,82945.0,82945.0,0.0,10025645095.0,103323.14285714286,66793.5,31286.777777777777,93443.2157451167,76342.90645758732,32943.881814644155,-20.635148453272855,-21566.0
2013-12-07,83532.0,85464.0,64022.0,69823.0,0.0,8442962249.0,97163.14285714286,68132.9,31927.411111111112,89809.33639971413,75859.95042369196,32189.487984647934,-15.820121767436257,-13122.0
2013-12-08,69731.0,80251.0,67088.0,79587.0,0.0,9627500113.0,94877.71428571429,69658.76666666666,32670.477777777778,88236.66926129657,76136.02817008515,31585.72706873977,13.983930796442422,9764.0
2013-12-09,7938.0,92193.0,7809.0,89319.0,0.0,10808715488.0,92732.85714285714,71505.7,33523.01111111111,88403.18168263555,77112.54460193068,31038.559750569224,12.228127709299264,9732.0
2013-12-10,89232.0,99723.0,89232.0,98851.0,0.0,11966951486.0,91450.42857142857,73712.0,34471.07777777778,90010.53834684547,78722.80055734322,30530.523540469676,10.671861530021598,9532.0
2013-12-11,98907.0,100158.0,83423.0,87848.0,0.0,10638546534.0,87554.85714285714,75498.8,35299.24444444444,89677.84013963847,79398.74125679927,29698.250852243124,-11.130893971735233,-11003.0
2013-12-12,88278.0,90194.0,84495.0,87326.0,0.0,10578889955.0,85099.85714285714,77208.56666666667,36119.555555555555,89316.0185796941,79985.94560814748,28811.05584928424,-0.5942081777615904,-522.0
2013-12-13,87498.0,94179.0,86005.0,89258.0,0.0,10816819988.0,86001.71428571429,78825.93333333333,36967.73333333333,89307.09264435654,80672.7644519884,28044.77248963527,2.212399514463037,1932.0
2013-12-14,89985.0,90465.0,85836.0,8726.0,0.0,10578987915.0,77273.57142857143,78976.73333333334,36919.833333333336,76910.00146830168,75343.37449258185,27638.90041219808,-90.2238454816375,-80532.0
