date,open,high,low,close,volume,market,MA_7,MA_30,MA_90,EMA_12,EMA_26,volatility,daily_return,price_change
2013-07-26,9695.0,9747.0,96.0,9602.0,0.0,1100902800.0,8107.714285714285,8066.633333333333,7079.4,7669.634254774643,7610.842493150222,2550.9578928834535,890.9184726522188,8633.0
2013-07-27,9602.0,97.0,93.0,9412.0,0.0,1079491697.0,8175.285714285715,8042.233333333334,7034.855555555556,7937.690523270851,7744.261567731687,2533.8460433231508,-1.978754426161211,-190.0
2013-07-28,944.0,10058.0,94.0,9976.0,0.0,1144602838.0,8303.857142857143,8059.266666666666,6985.1,8251.276596613798,7909.575525677487,2545.431213835455,5.9923501912452215,564.0
2013-07-29,986.0,1025.0,9846.0,1012.0,0.0,1161619140.0,7139.714285714285,7776.366666666667,6994.8,7137.54173559629,7398.644005256932,2835.0487739322457,-89.85565356856455,-8964.0
2013-07-30,10149.0,10799.0,10047.0,10799.0,0.0,1240092366.0,7317.285714285715,7814.3,6984.8,7700.843007043014,7650.522227089752,2868.5503145136863,967.0948616600791,9787.0
2013-07-31,10795.0,11134.0,10388.0,10609.0,0.0,1218777834.0,7482.714285714285,7874.433333333333,6985.777777777777,8148.251775190243,7869.668728786808,2908.6626110735992,-1.7594221687193268,-190.0
2013-08-01,10621.0,108.0,10301.0,104.0,0.0,1195225200.0,7359.142857142857,7577.466666666666,6878.322222222222,6910.674579007129,7294.434008135933,3225.9019132675135,-99.0197002545009,-10505.0
2013-08-02,10486.0,108.0,10121.0,1045.0,0.0,1201487185.0,6136.714285714285,7353.866666666667,6877.433333333333,6008.263105313724,6831.512970496235,3438.7710889646114,904.8076923076924,941.0
2013-08-03,1045.0,10578.0,102.0,104.0,0.0,1196226508.0,4807.0,7088.9,6749.8,5099.914935265459,6333.1786763854025,3680.773956750083,-90.04784688995215,-941.0
2013-08-04,10495.0,10595.0,10352.0,10514.0,0.0,1209797378.0,4883.857142857143,7211.266666666666,6854.144444444444,5932.851099070773,6642.869144801299,3732.967968985439,10009.615384615385,10410.0
2013-08-05,10512.0,10777.0,105.0,10622.0,0.0,1222677176.0,6256.714285714285,7331.066666666667,6959.777777777777,6654.258622290654,6937.6195785197215,3784.202188348141,1.0272018261365812,108.0
2013-08-06,10672.0,10738.0,10556.0,10675.0,0.0,1229098150.0,6239.0,7438.366666666667,6952.2,7272.834218861322,7214.462572703446,3833.1866772046023,0.4989644134814508,53.0
2013-08-07,10675.0,10675.0,10675.0,10675.0,0.0,1229098150.0,6248.428571428572,7539.133333333333,6945.622222222222,7796.244339036503,7470.798678429117,3878.463175318139,0.0,0.0
2013-08-08,10675.0,10675.0,10126.0,103.0,0.0,1187105900.0,6248.285714285715,7286.933333333333,6933.7444444444445,6612.668286877041,6925.035813360293,4108.875548281351,-99.03512880562062,-10572.0
2013-08-09,10307.0,10575.0,10193.0,1028.0,0.0,1185307130.0,6245.857142857143,7032.0,6817.122222222222,5753.488550434419,6488.218345703975,4254.400966788027,898.0582524271844,925.0
2013-08-10,1028.0,1039.0,10241.0,103.0,0.0,1188153925.0,6245.714285714285,6738.833333333333,6816.988888888889,4884.182619598355,6015.239208985162,4421.142714536463,-89.98054474708171,-925.0
2013-08-11,103.0,10519.0,10275.0,105.0,0.0,1211789250.0,4758.714285714285,6430.366666666667,6687.066666666667,4148.9237550447615,5577.443712023298,4552.894134377668,1.9417475728155331,2.0
2013-08-12,105.0,108.0,1035.0,10664.0,0.0,1231248581.0,4764.714285714285,6458.733333333334,6793.166666666667,5151.243177345567,5954.225659280832,4577.2820118594345,10056.190476190475,10559.0
2013-08-13,10699.0,10935.0,10465.0,109.0,0.0,1259042650.0,3255.285714285714,6146.733333333334,6667.466666666666,4375.513457753941,5521.2459808155845,4682.803816263199,-98.97786946736684,-10555.0
2013-08-14,10956.0,115.0,108.0,11256.0,0.0,1300656724.0,3338.285714285714,6489.133333333333,6660.577777777778,5434.04984886872,5946.042574829245,4667.8081449606425,10226.605504587154,11147.0
2013-08-15,11256.0,11325.0,109.0,10999.0,0.0,1271404657.0,4894.857142857143,6530.933333333333,6646.111111111111,6290.196025965839,6320.335717434486,4703.448352984797,-2.2832267235252335,-257.0
2013-08-16,110.0,1123.0,10852.0,10899.0,0.0,1260352119.0,6305.0,6861.4,6753.488888888889,6999.242791201865,6659.496034661561,4648.309849307855,-0.9091735612328344,-100.0
2013-08-17,10899.0,11375.0,10822.0,1135.0,0.0,1312996375.0,6452.428571428572,6597.3,6630.555555555556,6097.051592555424,6250.274106168112,4743.310681079342,-89.58620056885952,-9764.0
2013-08-18,11275.0,11469.0,112.0,1135.0,0.0,1313544013.0,6599.571428571428,6327.9,6641.811111111111,5333.6590398545895,5871.364913118622,4818.3109528060795,0.0,0.0
2013-08-19,11338.0,12306.0,11177.0,119.0,0.0,1377725475.0,5093.142857142857,6033.9,6506.6,4531.403802953883,5445.263808443168,4921.4765400723745,-89.51541850220264,-1016.0
2013-08-20,119.0,12301.0,11751.0,12121.0,0.0,1403829641.0,6809.142857142857,6135.4,6503.622222222222,5699.033987114824,5939.762785595526,5016.855572416127,10085.714285714286,12002.0
2013-08-21,12121.0,12491.0,11968.0,1233.0,0.0,1428698678.0,5377.285714285715,5871.133333333333,6503.2444444444445,5011.951835251005,5591.113690366227,5060.600071637499,-89.8275719825097,-10888.0
2013-08-22,1233.0,1235.0,1206.0,12115.0,0.0,1404437433.0,5536.714285714285,5956.433333333333,6623.055555555556,6104.72847598162,6074.364528116877,5145.704151964065,882.5628548256285,10882.0
2013-08-23,122.0,122.0,11844.0,1185.0,0.0,1374309422.0,4149.0,5680.9,6489.577777777778,5347.847171984448,5712.189377885998,5173.363098437596,-90.21873710276516,-10930.0
2013-08-24,11851.0,12139.0,11802.0,12004.0,0.0,1392768092.0,5701.714285714285,6048.733333333334,6474.644444444444,6371.870683986841,6178.249423968517,5218.889556438116,912.9957805907173,10819.0
2013-08-25,1196.0,12299.0,11917.0,12211.0,0.0,1417198897.0,7284.0,6135.7,6466.166666666667,7270.1982710657885,6625.1198370078855,5301.230723403633,1.7244251916028075,207.0
2013-08-26,12211.0,12275.0,11993.0,12006.0,0.0,1393847159.0,8982.142857142857,6222.166666666667,6598.133333333333,7998.783152440283,7023.7035527850785,5377.123811900348,-1.67881418393252,-205.0
2013-08-27,12007.0,12724.0,12007.0,1265.0,0.0,1469193138.0,7431.285714285715,5931.8,6597.488888888889,6962.816513603316,6597.132919245443,5402.563908572196,-89.46360153256705,-10741.0
2013-08-28,12648.0,12732.0,12262.0,12262.0,0.0,1424675798.0,9006.857142857143,6306.8,6719.422222222222,7778.0755115104985,7016.7527030050405,5439.610333407195,869.3280632411067,10997.0
2013-08-29,12262.0,1237.0,12221.0,12239.0,0.0,1422584866.0,9024.57142857143,6354.8,6853.977777777778,8464.37158666273,7403.585836115778,5486.766124990641,-0.1875713586690586,-23.0
2013-08-30,12235.0,13575.0,12099.0,13349.0,0.0,1552288465.0,10762.285714285714,6446.133333333333,6987.933333333333,9215.85288102231,7843.986885292387,5582.002592898576,9.069368412452006,1110.0
2013-08-31,13309.0,14089.0,13272.0,13535.0,0.0,1574672051.0,10981.0,6893.833333333333,7002.444444444444,9880.337053172723,8265.543412307767,5594.3942144290095,1.3933627987115171,186.0
2013-09-01,13514.0,14581.0,13481.0,13834.0,0.0,1610215347.0,11212.857142857143,7320.133333333333,7020.355555555556,10488.592891146149,8678.021678062747,5620.545020408322,2.209087550794231,299.0
2013-09-02,13863.0,1465.0,13489.0,13585.0,0.0,1581969854.0,11438.42857142857,7769.5,7036.388888888889,10964.963215585203,9041.501553761802,5562.321908811228,-1.7999132571924203,-249.0
2013-09-03,13561.0,13834.0,133.0,13677.0,0.0,1593346565.0,13211.57142857143,7874.933333333333,7053.188888888889,11382.19964395671,9384.871809038706,5645.492910481676,0.6772175193227925,92.0
2013-09-04,13653.0,1445.0,12361.0,12674.0,0.0,1477012118.0,13270.42857142857,7943.333333333333,7192.7,11580.938160271062,9628.5109342951,5692.161654314693,-7.333479564231926,-1003.0
2013-09-05,12676.0,13144.0,12183.0,12643.0,0.0,1473965191.0,13328.142857142857,8008.933333333333,7320.788888888889,11744.33228946013,9851.80642064361,5735.900818729248,-0.24459523433801866,-31.0
2013-09-06,12649.0,12734.0,11915.0,11915.0,0.0,1389646450.0,13123.285714285714,8050.266666666666,7441.144444444444,11770.588860312419,10004.63557467001,5760.191507432618,-5.758127026813254,-728.0
2013-09-07,11889.0,12594.0,11846.0,12415.0,0.0,1448411494.0,12963.285714285714,8460.666666666666,7577.977777777778,11869.72903564897,10183.181087657416,5611.11392428138,4.196391103650865,500.0
2013-09-08,12413.0,12472.0,12049.0,12166.0,0.0,1419836072.0,12725.0,8831.933333333332,7594.988888888889,11915.309184010668,10330.056562645756,5469.045109449677,-2.0056383407168754,-249.0
2013-09-09,12186.0,12906.0,11975.0,12711.0,0.0,1484085516.0,12600.142857142857,9252.2,7724.122222222222,12037.723155701335,10506.422743190513,5255.398986789191,4.47969751767221,545.0
2013-09-10,12727.0,12974.0,1259.0,12591.0,0.0,1470679164.0,12445.0,9668.4,7743.855555555556,12122.842670208822,10660.835873324548,4993.916924446771,-0.9440641963653573,-120.0
2013-09-11,12589.0,13783.0,12327.0,13525.0,0.0,1580450350.0,12566.57142857143,9763.766666666666,7892.977777777778,12338.559182484387,10872.99617900421,5040.6837295072955,7.417996981971253,934.0
2013-09-12,13555.0,13608.0,13181.0,13313.0,0.0,1556386219.0,12662.285714285714,10203.9,7929.811111111111,12488.473154409865,11053.737202781676,4735.84023313637,-1.5674676524953801,-212.0
2013-09-13,13283.0,13758.0,13227.0,13498.0,0.0,1578699084.0,12888.42857142857,10278.633333333333,7968.688888888889,12643.784976808347,11234.79370627933,4770.577666772934,1.3896191692330806,185.0
2013-09-14,13501.0,13585.0,12887.0,12922.0,0.0,1512038756.0,12960.857142857143,10342.733333333334,8001.7,12686.587288068602,11359.771950258639,4793.4550273107425,-4.267298859090241,-576.0
2013-09-15,1294.0,13144.0,12826.0,13037.0,0.0,1526085146.0,13085.285714285714,10414.0,8135.2555555555555,12740.496936058049,11484.011065054296,4817.8418190205775,0.8899551153072283,115.0
2013-09-16,13086.0,13272.0,12977.0,13172.0,0.0,1542395098.0,13151.142857142857,10815.233333333334,8269.677777777777,12806.88202281835,11609.047282457683,4509.811034219492,1.0355143054383786,135.0
2013-09-17,13159.0,13276.0,12489.0,13166.0,0.0,1542278406.0,13233.285714285714,11216.266666666666,8295.68888888889,12862.130942384758,11724.377113386743,4138.997987463869,-0.045551169146673676,-6.0
2013-09-18,13171.0,1332.0,13054.0,13147.0,0.0,1540598328.0,13179.285714285714,11650.533333333333,8319.377777777778,12905.956951248641,11829.756586469208,3580.2552570657876,-0.14431110435971783,-19.0
2013-09-19,13137.0,13177.0,12845.0,12965.0,0.0,1519883709.0,13129.57142857143,11678.666666666666,8451.266666666666,12915.04049721039,11913.848691175193,3587.388554879196,-1.3843462386856298,-182.0
2013-09-20,1297.0,13562.0,12668.0,12704.0,0.0,1489921944.0,13016.142857142857,12061.033333333333,8580.388888888889,12882.572728408792,11972.378417754808,2998.6466543211377,-2.013112225221747,-261.0
2013-09-21,12695.0,12861.0,12624.0,12743.0,0.0,1495101147.0,12990.57142857143,12081.966666666667,8710.022222222222,12861.100000961285,12029.461497921118,3001.2272832538383,0.3069899244332541,39.0
2013-09-22,12787.0,13394.0,12659.0,12912.0,0.0,1515584736.0,12972.714285714286,12472.866666666667,8739.333333333334,12868.930770044164,12094.834720297331,2185.9628941756396,1.3262183159381546,169.0
2013-09-23,12898.0,13273.0,12566.0,12595.0,0.0,1479037148.0,12890.285714285714,12492.566666666668,8763.777777777777,12826.787574652755,12131.884000275308,2184.2541326713904,-2.455080545229249,-317.0
2013-09-24,12605.0,12746.0,12539.0,12725.0,0.0,1494974356.0,12827.285714285714,12509.7,8904.011111111111,12811.127947783101,12175.818518773434,2183.985255571067,1.03215561730845,130.0
2013-09-25,12738.0,12969.0,12733.0,12822.0,0.0,1507033770.0,12780.857142857143,12536.9,8933.766666666666,12812.800571201085,12223.683813679105,2182.5766068634753,0.7622789783890083,97.0
2013-09-26,12821.0,13493.0,12732.0,12838.0,0.0,1509434269.0,12762.714285714286,12922.666666666666,8971.244444444445,12816.677406400919,12269.188716369543,481.2352162232447,0.12478552487911188,16.0
2013-09-27,12894.0,13474.0,12849.0,13378.0,0.0,1573520360.0,12859.0,12959.866666666667,9014.344444444445,12903.034728493085,12351.322885527356,471.4382055044919,4.206262657734849,540.0
2013-09-28,13377.0,13563.0,13256.0,13478.0,0.0,1585878762.0,12964.0,13001.166666666666,9056.755555555555,12991.490924109532,12434.780449562366,460.2476157637241,0.7474958887726091,100.0
2013-09-29,1349.0,14061.0,13471.0,13734.0,0.0,1616584505.0,13081.42857142857,13014.0,9111.522222222222,13105.723089631141,12531.01893477997,475.39907011075417,1.8993916011277534,256.0
2013-09-30,13715.0,13835.0,13027.0,133.0,0.0,1566038425.0,11301.142857142857,12567.266666666666,9012.855555555556,11109.919537380198,11612.647161833305,2394.071152881127,-99.0316004077472,-13601.0
2013-10-01,13268.0,13463.0,13155.0,13218.0,0.0,1557001092.0,11371.57142857143,12546.733333333334,9073.577777777778,11434.239608552474,11731.562186882691,2385.458214254469,9838.345864661655,13085.0
2013-10-02,13205.0,13359.0,10225.0,11413.0,0.0,1344930746.0,11170.285714285714,12474.333333333334,9110.91111111111,11430.97197646748,11707.964987854342,2385.820300388783,-13.655621122711459,-1805.0
2013-10-03,11445.0,12363.0,11182.0,12363.0,0.0,1457492615.0,11102.42857142857,12430.533333333333,9172.244444444445,11574.36090316479,11756.486099865131,2375.0168889901815,8.323841233680884,950.0
2013-10-04,12341.0,13009.0,12341.0,12901.0,0.0,1521498787.0,11034.285714285714,12438.1,9237.5,11778.459225754823,11841.264907282528,2376.1806263341205,4.351694572514764,538.0
2013-10-05,12863.0,13044.0,12803.0,12855.0,0.0,1516777519.0,10945.285714285714,12445.166666666666,9297.488888888889,11944.080883331004,11916.35639563197,2377.126055052464,-0.3565615068599315,-46.0
2013-10-06,12836.0,12966.0,12615.0,129.0,0.0,1522686975.0,9001.714285714286,12052.3,9213.9,10126.37613204931,11043.218884844417,3272.9174916115203,-98.99649941656943,-12726.0
2013-10-07,12943.0,13027.0,12636.0,12694.0,0.0,1498859918.0,10796.142857142857,12061.6,9269.733333333334,10521.395188657109,11165.498967448533,3274.379705405667,9740.31007751938,12565.0
2013-10-08,12674.0,12747.0,12471.0,126.0,0.0,1488277350.0,8925.857142857143,11660.266666666666,9174.733333333334,8922.1036211714,10347.758303193086,3932.801519083545,-99.00740507326296,-12568.0
2013-10-09,12585.0,13175.0,12558.0,13069.0,0.0,1544249376.0,9162.42857142857,11672.2,9221.077777777778,9560.087679452723,10549.331762215821,3936.640974932478,10272.222222222223,12943.0
2013-10-10,13067.0,1315.0,12926.0,13059.0,0.0,1543701125.0,9261.857142857143,11687.8,9262.18888888889,10098.381882613843,10735.233113162798,3941.3320118440033,-0.07651694850409063,-10.0
2013-10-11,13075.0,13181.0,12964.0,1309.0,0.0,1547971040.0,7605.857142857143,11280.6,9167.7,8746.169285288635,10036.993623298888,4354.38214944995,-89.9762615820507,-11750.0
2013-10-12,1309.0,13566.0,13056.0,13519.0,0.0,1599426131.0,7700.714285714285,11287.466666666667,9212.7,9480.450933705768,10294.920021573043,4357.858709657005,932.7731092436975,12210.0
2013-10-13,13519.0,13866.0,13455.0,13813.0,0.0,1634968839.0,9655.57142857143,11297.966666666667,9355.244444444445,10146.99694390488,10555.518538493558,4363.744030573735,2.1747170648716674,294.0
2013-10-14,13927.0,14412.0,1389.0,14052.0,0.0,1664129178.0,9849.57142857143,11335.633333333333,9403.1,10747.766644842592,10814.517165271813,4383.079727246857,1.730254108448559,239.0
2013-10-15,14077.0,14539.0,13913.0,14524.0,0.0,1720981439.0,11906.42857142857,11385.2,9553.533333333333,11328.725622559117,11089.293671547975,4411.300444743386,3.358952462282949,472.0
2013-10-16,14565.0,15223.0,14243.0,14255.0,0.0,1689851848.0,12075.857142857143,11421.3,9611.277777777777,11778.921680626945,11323.790436618496,4430.8152059926015,-1.8521068576149768,-269.0
2013-10-17,14241.0,14742.0,14241.0,14625.0,0.0,1734327563.0,12299.57142857143,11469.933333333332,9671.366666666667,12216.779883607414,11568.32447835046,4458.5459894712285,2.5955804980708486,370.0
2013-10-18,14637.0,15596.0,14557.0,15596.0,0.0,1850219763.0,14340.57142857143,11551.566666666668,9745.333333333334,12736.659901513965,11866.670813287463,4512.405472757829,6.63931623931624,971.0
2013-10-19,15591.0,17748.0,1557.0,17242.0,0.0,2046457291.0,14872.42857142857,11694.133333333333,9836.066666666668,13429.789147434894,12264.843345636538,4624.767548554307,10.553988202103092,1646.0
2013-10-20,17166.0,17491.0,16895.0,17461.0,0.0,2073319140.0,15393.57142857143,11852.7,9928.288888888888,14049.97543244491,12649.74383855235,4740.683750698629,1.2701542744461225,219.0
2013-10-21,1748.0,18482.0,1748.0,18221.0,0.0,2164518143.0,15989.142857142857,12035.3,10024.566666666668,14691.671519761077,13062.429480141065,4879.622364910837,4.3525571273123065,760.0
2013-10-22,18265.0,19627.0,18265.0,19376.0,0.0,2302910260.0,16682.285714285714,12250.766666666666,10134.844444444445,15412.337439797833,13530.101370500986,5059.082700575715,6.338839800230511,1155.0
2013-10-23,19336.0,21362.0,19238.0,21362.0,0.0,2540139399.0,17697.571428571428,12543.0,10361.433333333332,16327.670141367398,14110.242009723135,5325.829325091079,10.24979355904212,1986.0
2013-10-24,2143.0,21742.0,16852.0,19823.0,0.0,2358198593.0,18440.14285714286,12779.6,10475.0,16865.413196541645,14533.409268262163,5489.347587640187,-7.204381612208599,-1539.0
2013-10-25,19769.0,19887.0,1685.0,18669.0,0.0,2222012384.0,18879.14285714286,12974.5,10577.855555555556,17142.88808938139,14839.749322464966,5593.712065562,-5.821520456035922,-1154.0
2013-10-26,18745.0,18841.0,17575.0,17732.0,0.0,2111296044.0,18949.14285714286,13137.633333333333,10664.033333333333,17233.520691015023,15053.990113393487,5660.5581087291175,-5.019015480207834,-937.0
2013-10-27,1766.0,19644.0,1766.0,19644.0,0.0,2339831217.0,19261.0,13346.5,10871.055555555555,17604.363661628096,15393.99084573471,5783.990680287727,10.78276562147531,1912.0
2013-10-28,19621.0,19862.0,19206.0,19855.0,0.0,2365837416.0,19494.428571428572,13559.066666666668,10971.677777777777,17950.615405993005,15724.43596827288,5904.906317300222,1.0741193239666158,211.0
2013-10-29,19855.0,20479.0,19855.0,20439.0,0.0,2436241934.0,19646.285714285714,13782.566666666668,11080.9,18333.443805071005,16073.662933586,6037.166363642712,2.941324603374462,584.0
2013-10-30,20439.0,20916.0,19997.0,19997.0,0.0,2384492273.0,19451.285714285714,14444.7,11301.933333333332,18589.375527367774,16364.280494061111,5558.869422078941,-2.162532413523166,-442.0
2013-10-31,19983.0,20518.0,19885.0,204.0,0.0,2433658800.0,16648.571428571428,14010.9,11292.58888888889,15760.856215465039,15167.222679686214,6135.754790710289,-98.97984697704656,-19793.0
