Date,Actual_Price,Linear_Regression,Random_Forest,Gradient_Boosting,ARIMA
2018-09-01,719325.0,724208.8765944033,494991.24,393512.453164144,434850.0377414466
2018-09-02,727272.0,731986.8519645102,500565.25,393706.293124094,434850.03766886116
2018-09-03,726006.0,736695.0231314315,517077.4,426480.94294981594,434850.0377362346
2018-09-04,736166.0,704230.6057242554,396426.08,303090.42014128173,434850.0376736989
2018-09-05,679283.0,723575.8393357033,492587.54,361811.52167534595,434850.03773174423
2018-09-06,652917.0,752121.9447933051,492014.44,392651.795730672,434850.0376778669
2018-09-07,646707.0,769501.9556280484,485276.28,328764.60502909136,434850.0377278756
2018-09-08,622598.0,771161.0021471663,477976.5,393822.38432775566,434850.03768145776
2018-09-09,630086.0,755607.5897603665,472262.22,393710.9934700749,434850.03772454255
2018-09-10,63297.0,568776.6768750006,501325.69,425725.30508408713,434850.03768455144
2018-09-11,63212.0,556100.4456146775,586862.19,658896.855494262,434850.037721671
2018-09-12,63518.0,414670.5768646318,448592.25,620605.1424216856,434850.0376872168
2018-09-13,651731.0,418784.44252825656,451828.3,623308.5382381711,434850.037719197
2018-09-14,651271.0,238588.04858192673,355579.03,416156.94936873036,434850.0376895131
2018-09-15,65432.0,101290.13438836443,102021.72,52422.15073418167,434850.03771706554
2018-09-16,651718.0,369864.4454520764,189517.29,59280.28841083885,434850.03769149154
2018-09-17,62812.0,186073.06450817978,146245.84,61710.29471530252,434850.0377152292
2018-09-18,63713.0,337271.80678105575,169373.69,57034.51165844626,434850.03769319603
2018-09-19,639854.0,458644.0853060835,523991.37,658305.9003822295,434850.0377136471
2018-09-20,651967.0,233959.27631300606,389590.66,434094.60006822774,434850.0376946645
2018-09-21,673495.0,232521.10936910193,427787.56,433591.88666886487,434850.0377122841
2018-09-22,672198.0,500094.14773132006,453559.97,229866.35045795815,434850.0376959297
2018-09-23,671063.0,362473.71315396583,485009.52,393113.78691136267,434850.03771110973
2018-09-24,659541.0,632095.6360155236,468256.89,230763.3175582707,434850.0376970197
2018-09-25,644647.0,679322.9449386221,523484.86,382433.10902376653,434850.037710098
2018-09-26,6495.0,475015.356335702,503723.85,470982.0232768887,434850.0376979588
2018-09-27,667675.0,635004.3452987252,584127.61,657256.1517843469,434850.03770922637
2018-09-28,664413.0,466283.17418091884,501429.47,438234.568033896,434850.03769876785
2018-09-29,660196.0,415392.3148293339,391578.06,314065.61022355134,434850.03770847537
2018-09-30,662556.0,465941.7551517029,496044.5,439392.7476740494,434850.0376994649
2018-10-01,658962.0,450412.2642809117,496048.73,426724.98262979113,434850.0377078284
2018-10-02,65561.0,418040.6174633612,424033.99,141396.84380075676,434850.03770006547
2018-10-03,650259.0,716216.6918557041,649406.34,673881.5262138967,434850.037707271
2018-10-04,657669.0,478898.11121034133,502851.67,393281.3182958302,434850.0377005829
2018-10-05,662248.0,475242.90401466185,503196.36,393739.54685607797,434850.0377067908
